"Scan_Results","04/13/2026 at 23:07:25 (GMT-0400)"
"neonray","1512 Bluebonnet Ln","","","","United States of America","78704"
"HD Moore","username","Manager"

"Launch Date","Active Hosts","Total Hosts","Type","Status","Reference","Scanner Appliance","Duration","Scan Title","Asset Groups","IPs","Excluded IPs","Option Profile","Network","FQDN"
"04/13/2026 at 08:00:45 (GMT-0400)","4","4","Scheduled (default option profile)","Finished","scan/1776081645.76234","Qualys-VMDR-Lab (Scanner 14.16.11-1, Vulnerability Signatures 2.6.578-2)","01:17:21","Neonray Scan Daily","","10.114.128.21-10.114.128.23,10.114.128.32","","Initial Options","Neonray",""

"IP","DNS","NetBIOS","OS","IP Status","QID","Title","Type","Severity","Port","Protocol","FQDN","SSL","CVE ID","Vendor Reference","Bugtraq ID","Threat","Impact","Solution","Exploitability","Associated Malware","Results","PCI Vuln","Instance","Category"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","48340","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Server supports Transport Layer Security (TLSv1.2)","Ig","1","3389","tcp","","over ssl","","SSL/TLS Server supports TLSv1.2","","NA","NA","NA","","","TLSv1.2 is supported","no","","Information gathering"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","48340","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Server supports Transport Layer Security (TLSv1.2)","Ig","1","443","tcp","","over ssl","","SSL/TLS Server supports TLSv1.2","","NA","NA","NA","","","TLSv1.2 is supported","no","","Information gathering"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","48131","Referrer-Policy HTTP Security Header Not Detected","Ig","1","443","tcp","","","","Referrer-Policy","","No Referrer Policy is specified for the link. It checks for one of the following Referrer Policy in the response headers: 
1) no-referrer 
2) no-referrer-when-downgrade 
3) same-origin 
4) origin 
5) origin-when-cross-origin 
6) strict-origin 
7) strict-origin-when-cross-origin  

QID Detection Logic(Unauthenticated): 
If the Referrer Policy header is not found , checks in response body for meta tag containing tag name as ""referrer"" and one of the above Referrer Policy.","The Referrer-Policy header controls how much referrer information is sent to a site when navigating to it. Absence of Referrer-Policy header can lead to leakage of sensitive information via the referrer header.","Referrer Policy header improves security by ensuring websites don't leak sensitive information via the referrer header. It's recommended to add secure Referrer Policies as a part of a defense-in-depth approach. 

References: 
- https://www.w3.org/TR/referrer-policy/ (https://www.w3.org/TR/referrer-policy/) 
- https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/Referrer-Policy (https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/Referrer-Policy)","","","Referrer-Policy HTTP Header missing on 443 port.
GET / HTTP/1.1
Host: 10.114.128.23
Connection: Keep-Alive","no","","Information gathering"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","48131","Referrer-Policy HTTP Security Header Not Detected","Ig","1","80","tcp","","","","Referrer-Policy","","No Referrer Policy is specified for the link. It checks for one of the following Referrer Policy in the response headers: 
1) no-referrer 
2) no-referrer-when-downgrade 
3) same-origin 
4) origin 
5) origin-when-cross-origin 
6) strict-origin 
7) strict-origin-when-cross-origin  

QID Detection Logic(Unauthenticated): 
If the Referrer Policy header is not found , checks in response body for meta tag containing tag name as ""referrer"" and one of the above Referrer Policy.","The Referrer-Policy header controls how much referrer information is sent to a site when navigating to it. Absence of Referrer-Policy header can lead to leakage of sensitive information via the referrer header.","Referrer Policy header improves security by ensuring websites don't leak sensitive information via the referrer header. It's recommended to add secure Referrer Policies as a part of a defense-in-depth approach. 

References: 
- https://www.w3.org/TR/referrer-policy/ (https://www.w3.org/TR/referrer-policy/) 
- https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/Referrer-Policy (https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/Referrer-Policy)","","","Referrer-Policy HTTP Header missing on 80 port.
GET / HTTP/1.1
Host: 10.114.128.23
Connection: Keep-Alive","no","","Information gathering"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","48118","HTTP Response Method and Header Information Collected","Ig","1","443","tcp","","","","","","This QID prints the information, in the form of a text record, that a web server sends back to a client's browser in response to receiving a single HTTP GET request.  
QID Detection Logic: 
This QID returns the HTTP response method and header information returned by a web server.","N/A","N/A","","","HTTP header and method information collected on port 443.
GET / HTTP/1.1
Host: 10.114.128.23
Connection: Keep-Alive
HTTP/1.1 200 OK
Content-Type: text/html
Last-Modified: Wed, 09 Jul 2025 21:54:12 GMT
Accept-Ranges: bytes
ETag: ""8cb99d11cf1db1:0""
Server: Microsoft-IIS/10.0
X-Powered-By: ASP.NET
Date: Mon, 13 Apr 2026 12:10:53 GMT
Content-Length: 703","no","","Information gathering"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","48118","HTTP Response Method and Header Information Collected","Ig","1","5985","tcp","","","","","","This QID prints the information, in the form of a text record, that a web server sends back to a client's browser in response to receiving a single HTTP GET request.  
QID Detection Logic: 
This QID returns the HTTP response method and header information returned by a web server.","N/A","N/A","","","HTTP header and method information collected on port 5985.
GET / HTTP/1.1
Host: 10.114.128.23:5985
Connection: Keep-Alive
HTTP/1.1 404 Not Found
Content-Type: text/html; charset=us-ascii
Server: Microsoft-HTTPAPI/2.0
Date: Mon, 13 Apr 2026 12:34:53 GMT
Connection: close
Content-Length: 315","no","","Information gathering"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","48118","HTTP Response Method and Header Information Collected","Ig","1","8005","tcp","","","","","","This QID prints the information, in the form of a text record, that a web server sends back to a client's browser in response to receiving a single HTTP GET request.  
QID Detection Logic: 
This QID returns the HTTP response method and header information returned by a web server.","N/A","N/A","","","HTTP header and method information collected on port 8005.
GET / HTTP/1.1
Host: 10.114.128.23:8005
Connection: Keep-Alive
HTTP/1.1 400 Bad Request
Content-Type: text/html; charset=us-ascii
Server: Microsoft-HTTPAPI/2.0
Date: Mon, 13 Apr 2026 12:49:16 GMT
Connection: close
Content-Length: 334","no","","Information gathering"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","48118","HTTP Response Method and Header Information Collected","Ig","1","80","tcp","","","","","","This QID prints the information, in the form of a text record, that a web server sends back to a client's browser in response to receiving a single HTTP GET request.  
QID Detection Logic: 
This QID returns the HTTP response method and header information returned by a web server.","N/A","N/A","","","HTTP header and method information collected on port 80.
GET / HTTP/1.1
Host: 10.114.128.23
Connection: Keep-Alive
HTTP/1.1 200 OK
Content-Type: text/html
Last-Modified: Wed, 09 Jul 2025 21:54:12 GMT
Accept-Ranges: bytes
ETag: ""8cb99d11cf1db1:0""
Server: Microsoft-IIS/10.0
X-Powered-By: ASP.NET
Date: Mon, 13 Apr 2026 12:04:16 GMT
Content-Length: 703","no","","Information gathering"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","48002","HTTP Public-Key-Pins Security Header Not Detected","Ig","1","443","tcp","","","","","","HTTP Public Key Pinning (HPKP) is a security feature that tells a web client to associate a specific cryptographic public key with a certain web server to decrease the risk of MITM attacks with forged certificates. 
QID Detection Logic: 
This QID detects the absence of the Public-Key-Pins HTTP header by transmitting a GET request.","N/A","N/A","","","HTTP Public-Key-Pins Header missing on port 443.
GET / HTTP/1.1
Host: 10.114.128.23
Connection: Keep-Alive","no","","Information gathering"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","45426","Scan Activity per Port","Ig","1","","","","","","","","Scan activity per port is an estimate of the amount of internal process time the scanner engine spent scanning a particular TCP or UDP port. This information can be useful to determine the reason for long scan times. The individual time values represent internal process time, not elapsed time, and can be longer than the total scan time because of internal parallelism. High values are often caused by slowly responding services or services on which requests time out.","N/A","N/A","","","Protocol	Port	Time
TCP	21	 0:03:35
TCP	80	 3:25:37
TCP	443	 3:26:44
TCP	3389	 0:02:05
TCP	5985	 1:53:07
TCP	8005	 1:59:13
UDP	123	 0:00:19
UDP	137	 0:00:07
UDP	138	 0:00:07
UDP	161	 0:00:56
UDP	500	 0:00:12
UDP	520	 0:01:07","no","","Information gathering"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","45262","SMB Version 2 or 3 Enabled","Ig","1","","","","","","","","The Windows host has SMBv2 or SMBv3 protocol enabled.","N/A","For more information on how to enable/disable SMB, refer to Microsoft KB article KB2696547 (https://support.microsoft.com/en-us/help/2696547/how-to-enable-and-disable-smbv1-smbv2-and-smbv3-in-windows-and-windows).","","","SMB Version 2 detected on TCP port 445.","no","","Information gathering"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","45056","HTTP Methods Returned by OPTIONS Request","Ig","1","443","tcp","","","","","","The HTTP methods returned in response to an OPTIONS request to the Web server detected on the target host are listed.","N/A","N/A","","","Allow: OPTIONS, TRACE, GET, HEAD, POST","no","","Information gathering"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","45056","HTTP Methods Returned by OPTIONS Request","Ig","1","80","tcp","","","","","","The HTTP methods returned in response to an OPTIONS request to the Web server detected on the target host are listed.","N/A","N/A","","","Allow: OPTIONS, TRACE, GET, HEAD, POST","no","","Information gathering"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","45039","Host Names Found","Ig","1","","","","","","","","The following host names were discovered for this computer using various methods such as DNS look up, NetBIOS query, and SQL server name query.","N/A","N/A","","","Host Name	Source
WIN2022-INFRA01.corp.neonray.biz	NTLM DNS
WIN2022-INFRA01	NTLM NetBIOS","no","","Information gathering"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","45038","Host Scan Time - Scanner","Ig","1","","","","","","","","The Host Scan Time is the period of time it takes the scanning engine to perform the vulnerability assessment of a single target host. The Host Scan Time for this host is reported in the Result section below. 
 
The Host Scan Time does not have a direct correlation to the Duration time as displayed in the Report Summary section of a scan results report. The Duration is the period of time it takes the service to perform a scan task. The Duration includes the time it takes the service to scan all hosts, which may involve parallel scanning. It also includes the time it takes for a scanner appliance to pick up the scan task and transfer the results back to the service's Secure Operating Center. Further, when a scan task is distributed across multiple scanners, the Duration includes the time it takes to perform parallel host scanning on all scanners.","N/A","N/A","","","Scan duration: 4619 seconds
Start time: Mon, Apr 13 2026, 12:03:46 GMT
End time: Mon, Apr 13 2026, 13:20:45 GMT","no","","Information gathering"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","45006","Traceroute","Ig","1","","","","","","","","Traceroute describes the path in realtime from the scanner to the remote host being contacted. It reports the IP addresses of all the routers in between.","","","","","Hops	IP	Round Trip Time	Probe	Port
1	192.168.0.1	0.14ms	ICMP	 
2	10.114.128.23	0.32ms	ICMP","no","","Information gathering"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","42350","TLS Secure Renegotiation Extension Support Information","Ig","1","21","tcp","","over ssl","","","","Secure Socket Layer (SSL) and Transport Layer Security (TLS) renegotiation are vulnerable to an attack in which the attacker forms a TLS connection with the target server, injects content of his choice, and then splices in a new TLS connection from a client. The server treats the client's initial TLS handshake as a renegotiation and thus believes that the initial data transmitted by the attacker is from the same entity as the subsequent client data. TLS protocol was extended to cryptographically tierenegotiations to the TLS connections they are being performed over. This is referred to as TLS secure renegotiation extension. This detection determines whether the TLS secure renegotiation extension is supported by the server or not.","N/A","N/A","","","TLS Secure Renegotiation Extension Status: supported.","no","","General remote services"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","42350","TLS Secure Renegotiation Extension Support Information","Ig","1","3389","tcp","","over ssl","","","","Secure Socket Layer (SSL) and Transport Layer Security (TLS) renegotiation are vulnerable to an attack in which the attacker forms a TLS connection with the target server, injects content of his choice, and then splices in a new TLS connection from a client. The server treats the client's initial TLS handshake as a renegotiation and thus believes that the initial data transmitted by the attacker is from the same entity as the subsequent client data. TLS protocol was extended to cryptographically tierenegotiations to the TLS connections they are being performed over. This is referred to as TLS secure renegotiation extension. This detection determines whether the TLS secure renegotiation extension is supported by the server or not.","N/A","N/A","","","TLS Secure Renegotiation Extension Status: supported.","no","","General remote services"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","42350","TLS Secure Renegotiation Extension Support Information","Ig","1","443","tcp","","over ssl","","","","Secure Socket Layer (SSL) and Transport Layer Security (TLS) renegotiation are vulnerable to an attack in which the attacker forms a TLS connection with the target server, injects content of his choice, and then splices in a new TLS connection from a client. The server treats the client's initial TLS handshake as a renegotiation and thus believes that the initial data transmitted by the attacker is from the same entity as the subsequent client data. TLS protocol was extended to cryptographically tierenegotiations to the TLS connections they are being performed over. This is referred to as TLS secure renegotiation extension. This detection determines whether the TLS secure renegotiation extension is supported by the server or not.","N/A","N/A","","","TLS Secure Renegotiation Extension Status: supported.","no","","General remote services"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","38706","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Protocol Properties","Ig","1","21","tcp","","over ssl","","","","The following is a list of detected SSL/TLS protocol properties.","Items include:  
 Extended Master Secret: indicates whether the extended_master_secret extension is supported or required by the server. This extension enhances security and is recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Encrypt Then MAC: indicates whether the encrypt_then_mac extension is supported or required by the server. This extension enhances the security of non-AEAD ciphers and is recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Heartbeat: indicates whether the heartbeat extension is supported. It is not recommended to enable this, except for DTLS. Applicable to TLSv1, TLSv1.1, TLSv1.2, TLSv1.3, DTLSv1, DTLSv1.2 
 Truncated HMAC: indicates whether the truncated_hmac extension is supported. This can degrade security and is not recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Cipher priority: indicates whether client, server or both determine the priority of ciphers. Having the server determine the priority is recommended. Applicable to SSLv3, TLSv1, TLSv1.1, TLSv1.2, TLSv1.3, DTLSv1, DTLSv1.2","N/A","","","NAME	STATUS
TLSv1	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no
TLSv1.1	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no
TLSv1.2	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no","no","","General remote services"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","38706","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Protocol Properties","Ig","1","3389","tcp","","over ssl","","","","The following is a list of detected SSL/TLS protocol properties.","Items include:  
 Extended Master Secret: indicates whether the extended_master_secret extension is supported or required by the server. This extension enhances security and is recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Encrypt Then MAC: indicates whether the encrypt_then_mac extension is supported or required by the server. This extension enhances the security of non-AEAD ciphers and is recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Heartbeat: indicates whether the heartbeat extension is supported. It is not recommended to enable this, except for DTLS. Applicable to TLSv1, TLSv1.1, TLSv1.2, TLSv1.3, DTLSv1, DTLSv1.2 
 Truncated HMAC: indicates whether the truncated_hmac extension is supported. This can degrade security and is not recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Cipher priority: indicates whether client, server or both determine the priority of ciphers. Having the server determine the priority is recommended. Applicable to SSLv3, TLSv1, TLSv1.1, TLSv1.2, TLSv1.3, DTLSv1, DTLSv1.2","N/A","","","NAME	STATUS
TLSv1	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no
TLSv1.1	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no
TLSv1.2	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no","no","","General remote services"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","38706","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Protocol Properties","Ig","1","443","tcp","","over ssl","","","","The following is a list of detected SSL/TLS protocol properties.","Items include:  
 Extended Master Secret: indicates whether the extended_master_secret extension is supported or required by the server. This extension enhances security and is recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Encrypt Then MAC: indicates whether the encrypt_then_mac extension is supported or required by the server. This extension enhances the security of non-AEAD ciphers and is recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Heartbeat: indicates whether the heartbeat extension is supported. It is not recommended to enable this, except for DTLS. Applicable to TLSv1, TLSv1.1, TLSv1.2, TLSv1.3, DTLSv1, DTLSv1.2 
 Truncated HMAC: indicates whether the truncated_hmac extension is supported. This can degrade security and is not recommended. Applicable to TLSv1, TLSv1.1, TLSv1.2, DTLSv1, DTLSv1.2 
 Cipher priority: indicates whether client, server or both determine the priority of ciphers. Having the server determine the priority is recommended. Applicable to SSLv3, TLSv1, TLSv1.1, TLSv1.2, TLSv1.3, DTLSv1, DTLSv1.2","N/A","","","NAME	STATUS
TLSv1	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no
TLSv1.1	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no
TLSv1.2	 
Extended Master Secret	yes
Encrypt Then MAC	no
Heartbeat	no
Truncated HMAC	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no
TLSv1.3	 
Heartbeat	no
Cipher priority controlled by	server
OCSP stapling	no
SCT extension	no","no","","General remote services"
"10.114.128.23","win2022-infra01.corp.neonray.biz","WIN2022-INFRA01","Windows 2016/2019/10","host scanned, found vuln","38704","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Key Exchange Methods","Ig","1","21","tcp","","over ssl","","","","The following is a list of SSL/TLS key exchange methods supported by the server, along with their respective key sizes, strengths and ciphers.","N/A","N/A","","","CIPHER	NAME	GROUP	KEY-SIZE	FORWARD-SECRET	CLASSICAL-STRENGTH	QUANTUM-STRENGTH
TLSv1	 	 	 	 	 	 
AES256-SHA	RSA	 	2048	no	110	low
AES128-SHA	RSA	 	2048	no	110	low
DES-CBC3-SHA	RSA	 	2048	no	110	low
ECDHE-RSA-AES256-SHA	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp384r1	384	yes	192	low
TLSv1.1	 	 	 	 	 	 
AES256-SHA	RSA	 	2048	no	110	low
AES128-SHA	RSA	 	2048	no	110	low
DES-CBC3-SHA	RSA	 	2048	no	110	low
ECDHE-RSA-AES256-SHA	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp384r1	384	yes	192	low
TLSv1.2	 	 	 	 	 	 
AES256-SHA256	RSA	 	2048	no	110	low
AES128-SHA256	RSA	 	2048	no	110	low
AES256-GCM-SHA384	RSA	 	2048	no	110	low
AES128-GCM-SHA256	RSA	 	2048	no	110	low
AES256-SHA	RSA	 	2048	no	110	low
AES128-SHA	RSA	 	2048	no	110	low
DES-CBC3-SHA	RSA	 	2048	no	110	low
DHE-RSA-AES256-GCM-SHA384	DHE	 	2048	yes	110	low
DHE-RSA-AES128-GCM-SHA256	DHE	 	2048	yes	110	low
ECDHE-RSA-AES256-GCM-SHA384	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-GCM-SHA384	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-GCM-SHA384	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-GCM-SHA256	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-GCM-SHA256	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-GCM-SHA256	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA384	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA384	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-SHA384	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA256	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-SHA256	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA256	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA	ECDHE	secp384r1	384	yes	192	low
ECDHE-RSA-AES256-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES256-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	x25519	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp256r1	256	yes	128	low
ECDHE-RSA-AES128-SHA	ECDHE	secp384r1	384	yes	192	low","no","","General remote services"
